Num.Enhancers,Gene_ID,Human
9,ENSMUSG00000001228,ENSG00000276043
13,ENSMUSG00000001229,ENSG00000142002
58,ENSMUSG00000001240,ENSG00000131477
1,ENSMUSG00000001247,ENSG00000105699
4,ENSMUSG00000001248,ENSG00000089351
7,ENSMUSG00000001249,ENSG00000105707
43,ENSMUSG00000001270,ENSG00000166165
15,ENSMUSG00000001280,ENSG00000185591
17,ENSMUSG00000001281,ENSG00000139626
15,ENSMUSG00000001285,ENSG00000139637
42,ENSMUSG00000001288,ENSG00000172819
41,ENSMUSG00000001289,ENSG00000123349
2,ENSMUSG00000001300,ENSG00000125266
2,ENSMUSG00000001305,ENSG00000067533
47,ENSMUSG00000001313,ENSG00000108830
28,ENSMUSG00000001323,ENSG00000167720
10,ENSMUSG00000001333,ENSG00000162520
10,ENSMUSG00000001334,ENSG00000160097
36,ENSMUSG00000001348,ENSG00000102575
26,ENSMUSG00000001349,ENSG00000130176
12,ENSMUSG00000001366,ENSG00000112146
3,ENSMUSG00000001376,ENSG00000004766
11,ENSMUSG00000001380,ENSG00000170445
31,ENSMUSG00000001383,ENSG00000146007
25,ENSMUSG00000001403,ENSG00000175063
23,ENSMUSG00000001415,ENSG00000198952
29,ENSMUSG00000001416,ENSG00000163468
30,ENSMUSG00000001418,ENSG00000198715
16,ENSMUSG00000001419,ENSG00000116604
26,ENSMUSG00000001420,ENSG00000163472
2,ENSMUSG00000001424,ENSG00000197157
22,ENSMUSG00000001435,ENSG00000182871
34,ENSMUSG00000001436,ENSG00000173638
14,ENSMUSG00000001440,ENSG00000108424
25,ENSMUSG00000001441,ENSG00000141279
1,ENSMUSG00000001444,ENSG00000073861
33,ENSMUSG00000001445,ENSG00000159111
5,ENSMUSG00000001467,ENSG00000001630
14,ENSMUSG00000001472,ENSG00000141002
1,ENSMUSG00000001473,ENSG00000176014
9,ENSMUSG00000001482,ENSG00000140995
11,ENSMUSG00000001493,ENSG00000005102
15,ENSMUSG00000001494,ENSG00000167941
2,ENSMUSG00000001497,ENSG00000198807
4,ENSMUSG00000001504,ENSG00000170561
9,ENSMUSG00000001506,ENSG00000108821
15,ENSMUSG00000001507,ENSG00000005884
16,ENSMUSG00000001508,ENSG00000108823
2,ENSMUSG00000001510,ENSG00000064195
2,ENSMUSG00000001517,ENSG00000111206
15,ENSMUSG00000001518,ENSG00000111203
16,ENSMUSG00000001520,ENSG00000053702
15,ENSMUSG00000001521,ENSG00000078246
21,ENSMUSG00000001524,ENSG00000213780
30,ENSMUSG00000001525,ENSG00000196230
3,ENSMUSG00000001542,ENSG00000118985
44,ENSMUSG00000001552,ENSG00000173801
31,ENSMUSG00000001555,ENSG00000141756
17,ENSMUSG00000001558,ENSG00000161594
1,ENSMUSG00000001569,ENSG00000146909
40,ENSMUSG00000001576,ENSG00000113719
47,ENSMUSG00000001583,ENSG00000174292
57,ENSMUSG00000001588,ENSG00000072818
31,ENSMUSG00000001604,ENSG00000204219
4,ENSMUSG00000001627,ENSG00000006652
10,ENSMUSG00000001630,ENSG00000211455
15,ENSMUSG00000001632,ENSG00000156983
5,ENSMUSG00000001642,ENSG00000085662
4,ENSMUSG00000001656,ENSG00000123388
4,ENSMUSG00000001657,ENSG00000037965
3,ENSMUSG00000001661,ENSG00000197757
26,ENSMUSG00000001666,ENSG00000099974
1,ENSMUSG00000001670,ENSG00000198650
8,ENSMUSG00000001672,ENSG00000140832
2,ENSMUSG00000001674,ENSG00000088205
3,ENSMUSG00000001687,ENSG00000122042
10,ENSMUSG00000001700,ENSG00000155324
4,ENSMUSG00000001707,ENSG00000124802
11,ENSMUSG00000001729,ENSG00000142208
13,ENSMUSG00000001739,ENSG00000106404
7,ENSMUSG00000001741,ENSG00000172349
50,ENSMUSG00000001750,ENSG00000110719
46,ENSMUSG00000001751,ENSG00000108784
91,ENSMUSG00000001755,ENSG00000068120
7,ENSMUSG00000001761,ENSG00000128602
14,ENSMUSG00000001763,ENSG00000158457
14,ENSMUSG00000001767,ENSG00000101343
14,ENSMUSG00000001768,ENSG00000132669
5,ENSMUSG00000001773,ENSG00000086205
35,ENSMUSG00000001783,ENSG00000100220
28,ENSMUSG00000001785,ENSG00000136045
41,ENSMUSG00000001786,ENSG00000100225
48,ENSMUSG00000001794,ENSG00000126247
15,ENSMUSG00000001802,ENSG00000130881
5,ENSMUSG00000001823,ENSG00000170178
25,ENSMUSG00000001827,ENSG00000110195
12,ENSMUSG00000001829,ENSG00000162129
2,ENSMUSG00000001833,ENSG00000122545
14,ENSMUSG00000001844,ENSG00000136247
17,ENSMUSG00000001847,ENSG00000136238
13,ENSMUSG00000001855,ENSG00000126883
38,ENSMUSG00000001864,ENSG00000126878
7,ENSMUSG00000001891,ENSG00000169764
2,ENSMUSG00000001901,ENSG00000173826
32,ENSMUSG00000001909,ENSG00000104907
31,ENSMUSG00000001910,ENSG00000160877
33,ENSMUSG00000001911,ENSG00000008441
8,ENSMUSG00000001918,ENSG00000105281
3,ENSMUSG00000001924,ENSG00000130985
18,ENSMUSG00000001930,ENSG00000110799
13,ENSMUSG00000001942,ENSG00000110013
15,ENSMUSG00000001943,ENSG00000019102
11,ENSMUSG00000001946,ENSG00000149564
9,ENSMUSG00000001948,ENSG00000064199
3,ENSMUSG00000001962,ENSG00000071859
3,ENSMUSG00000001964,ENSG00000102119
23,ENSMUSG00000001983,ENSG00000136463
1,ENSMUSG00000001988,ENSG00000130751
16,ENSMUSG00000001998,ENSG00000081014
24,ENSMUSG00000001999,ENSG00000106605
3,ENSMUSG00000002006,ENSG00000067840
3,ENSMUSG00000002007,ENSG00000184343
10,ENSMUSG00000002010,ENSG00000067829
4,ENSMUSG00000002012,ENSG00000130822
8,ENSMUSG00000002014,ENSG00000180879
9,ENSMUSG00000002015,ENSG00000185825
1,ENSMUSG00000002020,ENSG00000119681
21,ENSMUSG00000002028,ENSG00000285827
21,ENSMUSG00000002031,ENSG00000118096
33,ENSMUSG00000002032,ENSG00000149582
23,ENSMUSG00000002033,ENSG00000160654
30,ENSMUSG00000002043,ENSG00000007255
36,ENSMUSG00000002052,ENSG00000109111
49,ENSMUSG00000002055,ENSG00000258472
6,ENSMUSG00000002057,ENSG00000109101
46,ENSMUSG00000002058,ENSG00000109103
51,ENSMUSG00000002059,ENSG00000109113
55,ENSMUSG00000002064,ENSG00000132581
3,ENSMUSG00000002068,ENSG00000105173
23,ENSMUSG00000002076,ENSG00000160207
23,ENSMUSG00000002083,ENSG00000105327
18,ENSMUSG00000002102,ENSG00000165916
10,ENSMUSG00000002103,ENSG00000134575
15,ENSMUSG00000002104,ENSG00000165917
18,ENSMUSG00000002105,ENSG00000165915
15,ENSMUSG00000002108,ENSG00000025434
14,ENSMUSG00000002109,ENSG00000134574
19,ENSMUSG00000002111,ENSG00000066336
18,ENSMUSG00000002129,ENSG00000099995
10,ENSMUSG00000002147,ENSG00000166888
41,ENSMUSG00000002204,ENSG00000131400
19,ENSMUSG00000002205,ENSG00000105053
14,ENSMUSG00000002210,ENSG00000105771
1,ENSMUSG00000002221,ENSG00000157212
5,ENSMUSG00000002222,ENSG00000153561
15,ENSMUSG00000002227,ENSG00000155363
13,ENSMUSG00000002228,ENSG00000155367
11,ENSMUSG00000002233,ENSG00000155366
24,ENSMUSG00000002249,ENSG00000007866
17,ENSMUSG00000002250,ENSG00000112033
28,ENSMUSG00000002257,ENSG00000023892
3,ENSMUSG00000002265,ENSG00000198300
25,ENSMUSG00000002274,ENSG00000103260
6,ENSMUSG00000002279,ENSG00000103227
25,ENSMUSG00000002280,ENSG00000103245
46,ENSMUSG00000002289,ENSG00000167772
2,ENSMUSG00000002297,ENSG00000006634
26,ENSMUSG00000002307,ENSG00000204209
26,ENSMUSG00000002308,ENSG00000167775
21,ENSMUSG00000002319,ENSG00000196497
39,ENSMUSG00000002320,ENSG00000259522
39,ENSMUSG00000002324,ENSG00000100918
29,ENSMUSG00000002325,ENSG00000213928
28,ENSMUSG00000002326,ENSG00000100938
35,ENSMUSG00000002332,ENSG00000157379
6,ENSMUSG00000002341,ENSG00000130287
35,ENSMUSG00000002342,ENSG00000064545
30,ENSMUSG00000002343,ENSG00000105676
57,ENSMUSG00000002345,ENSG00000254901
66,ENSMUSG00000002346,ENSG00000181035
10,ENSMUSG00000002365,ENSG00000130340
5,ENSMUSG00000002372,ENSG00000031823
11,ENSMUSG00000002379,ENSG00000267740
27,ENSMUSG00000002393,ENSG00000160113
27,ENSMUSG00000002395,ENSG00000053501
27,ENSMUSG00000002396,ENSG00000099330
6,ENSMUSG00000002409,ENSG00000105204
1,ENSMUSG00000002416,ENSG00000090266
3,ENSMUSG00000002428,ENSG00000071794
5,ENSMUSG00000002455,ENSG00000101161
6,ENSMUSG00000002458,ENSG00000171700
1,ENSMUSG00000002459,ENSG00000147509
7,ENSMUSG00000002475,ENSG00000158201
3,ENSMUSG00000002477,ENSG00000167088
3,ENSMUSG00000002489,ENSG00000156299
44,ENSMUSG00000002496,ENSG00000103197
48,ENSMUSG00000002500,ENSG00000140986
69,ENSMUSG00000002504,ENSG00000065054
48,ENSMUSG00000002524,ENSG00000179950
46,ENSMUSG00000002550,ENSG00000130717
4,ENSMUSG00000002565,ENSG00000006747
14,ENSMUSG00000002578,ENSG00000123411
31,ENSMUSG00000002580,ENSG00000141741
2,ENSMUSG00000002588,ENSG00000005421
19,ENSMUSG00000002602,ENSG00000167601
36,ENSMUSG00000002603,ENSG00000105329
22,ENSMUSG00000002608,ENSG00000142039
9,ENSMUSG00000002625,ENSG00000011243
1,ENSMUSG00000002633,ENSG00000164690
7,ENSMUSG00000002635,ENSG00000126249
3,ENSMUSG00000002658,ENSG00000125651
7,ENSMUSG00000002660,ENSG00000125656
5,ENSMUSG00000002661,ENSG00000125652
1,ENSMUSG00000002664,ENSG00000125650
6,ENSMUSG00000002668,ENSG00000205744
1,ENSMUSG00000002679,ENSG00000133997
1,ENSMUSG00000002699,ENSG00000043462
6,ENSMUSG00000002718,ENSG00000124207
14,ENSMUSG00000002728,ENSG00000173418
15,ENSMUSG00000002731,ENSG00000180228
17,ENSMUSG00000002732,ENSG00000079150
12,ENSMUSG00000002733,ENSG00000116095
18,ENSMUSG00000002741,ENSG00000106636
1,ENSMUSG00000002748,ENSG00000009954
22,ENSMUSG00000002763,ENSG00000124587
25,ENSMUSG00000002767,ENSG00000112651
28,ENSMUSG00000002768,ENSG00000124733
16,ENSMUSG00000002769,ENSG00000124713
15,ENSMUSG00000002771,ENSG00000105464
66,ENSMUSG00000002778,ENSG00000105438
67,ENSMUSG00000002781,ENSG00000161558
18,ENSMUSG00000002797,ENSG00000006625
20,ENSMUSG00000002799,ENSG00000184916
16,ENSMUSG00000002803,ENSG00000184887
24,ENSMUSG00000002804,ENSG00000183828
16,ENSMUSG00000002812,ENSG00000177731
15,ENSMUSG00000002814,ENSG00000177302
15,ENSMUSG00000002820,ENSG00000130734
17,ENSMUSG00000002825,ENSG00000213339
6,ENSMUSG00000002831,ENSG00000167676
15,ENSMUSG00000002833,ENSG00000167674
3,ENSMUSG00000002835,ENSG00000167670
2,ENSMUSG00000002844,ENSG00000144843
1,ENSMUSG00000002845,ENSG00000176142
1,ENSMUSG00000002847,ENSG00000144837
7,ENSMUSG00000002870,ENSG00000073111
7,ENSMUSG00000002871,ENSG00000163870
4,ENSMUSG00000002881,ENSG00000138386
7,ENSMUSG00000002885,ENSG00000123146
9,ENSMUSG00000002897,ENSG00000177663
23,ENSMUSG00000002900,ENSG00000091136
27,ENSMUSG00000002908,ENSG00000105642
29,ENSMUSG00000002910,ENSG00000105643
5,ENSMUSG00000002944,ENSG00000135218
3,ENSMUSG00000002948,ENSG00000076984
2,ENSMUSG00000002949,ENSG00000104980
67,ENSMUSG00000002957,ENSG00000183020
41,ENSMUSG00000002963,ENSG00000039650
51,ENSMUSG00000002968,ENSG00000104973
33,ENSMUSG00000002980,ENSG00000187244
36,ENSMUSG00000002981,ENSG00000104853
30,ENSMUSG00000002983,ENSG00000104856
30,ENSMUSG00000002984,ENSG00000130204
32,ENSMUSG00000002985,ENSG00000130203
2,ENSMUSG00000002992,ENSG00000224916
3,ENSMUSG00000002996,ENSG00000105856
2,ENSMUSG00000002997,ENSG00000005249
14,ENSMUSG00000003031,ENSG00000111276
1,ENSMUSG00000003032,ENSG00000136826
20,ENSMUSG00000003033,ENSG00000072958
19,ENSMUSG00000003037,ENSG00000167461
19,ENSMUSG00000003039,ENSG00000105058
10,ENSMUSG00000003051,ENSG00000163435
1,ENSMUSG00000003062,ENSG00000010270
97,ENSMUSG00000003068,ENSG00000118046
51,ENSMUSG00000003070,ENSG00000099617
103,ENSMUSG00000003072,ENSG00000099624
9,ENSMUSG00000003099,ENSG00000011485
9,ENSMUSG00000003119,ENSG00000167258
27,ENSMUSG00000003123,ENSG00000079435
19,ENSMUSG00000003131,ENSG00000168092
6,ENSMUSG00000003134,ENSG00000204634
5,ENSMUSG00000003135,ENSG00000158435
2,ENSMUSG00000003154,ENSG00000065970
2,ENSMUSG00000003161,ENSG00000075142
35,ENSMUSG00000003184,ENSG00000126456
38,ENSMUSG00000003190,ENSG00000126453
15,ENSMUSG00000003199,ENSG00000008382
6,ENSMUSG00000003200,ENSG00000141985
7,ENSMUSG00000003206,ENSG00000105246
7,ENSMUSG00000003208,ENSG00000105248
3,ENSMUSG00000003226,ENSG00000153201
3,ENSMUSG00000003227,ENSG00000135960
5,ENSMUSG00000003228,ENSG00000198873
18,ENSMUSG00000003233,ENSG00000161202
11,ENSMUSG00000003234,ENSG00000161204
15,ENSMUSG00000003235,ENSG00000145191
32,ENSMUSG00000003269,ENSG00000268465
30,ENSMUSG00000003271,ENSG00000088002
45,ENSMUSG00000003273,ENSG00000063180
1,ENSMUSG00000003282,ENSG00000181690
3,ENSMUSG00000003283,ENSG00000101336
19,ENSMUSG00000003299,ENSG00000105364
13,ENSMUSG00000003308,ENSG00000079999
18,ENSMUSG00000003309,ENSG00000129354
26,ENSMUSG00000003316,ENSG00000090863
1,ENSMUSG00000003341,ENSG00000130270
37,ENSMUSG00000003344,ENSG00000133243
105,ENSMUSG00000003345,ENSG00000133275
95,ENSMUSG00000003346,ENSG00000129968
47,ENSMUSG00000003348,ENSG00000172081
21,ENSMUSG00000003352,ENSG00000167535
23,ENSMUSG00000003354,ENSG00000139537
24,ENSMUSG00000003355,ENSG00000134285
19,ENSMUSG00000003360,ENSG00000174243
14,ENSMUSG00000003363,ENSG00000105223
12,ENSMUSG00000003378,ENSG00000105737
6,ENSMUSG00000003379,ENSG00000105369
16,ENSMUSG00000003380,ENSG00000105404
3,ENSMUSG00000003382,ENSG00000117036
32,ENSMUSG00000003402,ENSG00000130175
11,ENSMUSG00000003410,ENSG00000196361
10,ENSMUSG00000003411,ENSG00000169213
5,ENSMUSG00000003418,ENSG00000148488
102,ENSMUSG00000003420,ENSG00000104870
58,ENSMUSG00000003421,ENSG00000142546
34,ENSMUSG00000003423,ENSG00000104872
65,ENSMUSG00000003429,ENSG00000142534
28,ENSMUSG00000003435,ENSG00000196235
3,ENSMUSG00000003436,ENSG00000090932
39,ENSMUSG00000003437,ENSG00000006712
26,ENSMUSG00000003438,ENSG00000105197
20,ENSMUSG00000003444,ENSG00000063322
9,ENSMUSG00000003452,ENSG00000151746
13,ENSMUSG00000003458,ENSG00000162736
12,ENSMUSG00000003464,ENSG00000162735
26,ENSMUSG00000003469,ENSG00000168490
16,ENSMUSG00000003477,ENSG00000241644
3,ENSMUSG00000003484,ENSG00000186529
10,ENSMUSG00000003500,ENSG00000106348
40,ENSMUSG00000003526,ENSG00000277196
13,ENSMUSG00000003527,ENSG00000100056
42,ENSMUSG00000003528,ENSG00000100075
27,ENSMUSG00000003531,ENSG00000278817
10,ENSMUSG00000003534,ENSG00000204580
19,ENSMUSG00000003541,ENSG00000137331
1,ENSMUSG00000003545,ENSG00000125740
27,ENSMUSG00000003546,ENSG00000137171
20,ENSMUSG00000003549,ENSG00000012061
15,ENSMUSG00000003555,ENSG00000148795
34,ENSMUSG00000003559,ENSG00000214435
49,ENSMUSG00000003573,ENSG00000268193
53,ENSMUSG00000003575,ENSG00000105662
20,ENSMUSG00000003581,ENSG00000099999
10,ENSMUSG00000003585,ENSG00000100003
3,ENSMUSG00000003604,ENSG00000169857
4,ENSMUSG00000003617,ENSG00000047457
6,ENSMUSG00000003623,ENSG00000005469
17,ENSMUSG00000003644,ENSG00000117676
16,ENSMUSG00000003660,ENSG00000144028
21,ENSMUSG00000003662,ENSG00000144021
39,ENSMUSG00000003680,ENSG00000162227
3,ENSMUSG00000003721,ENSG00000125629
18,ENSMUSG00000003731,ENSG00000025800
1,ENSMUSG00000003746,ENSG00000111885
16,ENSMUSG00000003752,ENSG00000086544
12,ENSMUSG00000003762,ENSG00000123815
6,ENSMUSG00000003778,ENSG00000112983
4,ENSMUSG00000003779,ENSG00000112984
29,ENSMUSG00000003808,ENSG00000179115
33,ENSMUSG00000003809,ENSG00000105607
5,ENSMUSG00000003810,ENSG00000086015
31,ENSMUSG00000003812,ENSG00000105612
35,ENSMUSG00000003813,ENSG00000179262
34,ENSMUSG00000003814,ENSG00000179218
32,ENSMUSG00000003824,ENSG00000161860
26,ENSMUSG00000003847,ENSG00000102908
14,ENSMUSG00000003848,ENSG00000141101
27,ENSMUSG00000003849,ENSG00000181019
22,ENSMUSG00000003863,ENSG00000177380
29,ENSMUSG00000003865,ENSG00000104812
55,ENSMUSG00000003868,ENSG00000183207
47,ENSMUSG00000003872,ENSG00000104863
84,ENSMUSG00000003873,ENSG00000087088
1,ENSMUSG00000003882,ENSG00000168685
12,ENSMUSG00000003923,ENSG00000108064
13,ENSMUSG00000003934,ENSG00000108947
5,ENSMUSG00000003948,ENSG00000108960
7,ENSMUSG00000003949,ENSG00000108924
5,ENSMUSG00000003955,ENSG00000114023
44,ENSMUSG00000003970,ENSG00000161016
1,ENSMUSG00000003974,ENSG00000198822
7,ENSMUSG00000003992,ENSG00000145687
1,ENSMUSG00000004018,ENSG00000115392
17,ENSMUSG00000004032,ENSG00000134202
14,ENSMUSG00000004035,ENSG00000213366
27,ENSMUSG00000004038,ENSG00000134184
29,ENSMUSG00000004040,ENSG00000168610
40,ENSMUSG00000004043,ENSG00000126561
29,ENSMUSG00000004044,ENSG00000177469
24,ENSMUSG00000004054,ENSG00000173327
4,ENSMUSG00000004056,ENSG00000105221
53,ENSMUSG00000004069,ENSG00000103423
53,ENSMUSG00000004070,ENSG00000103415
44,ENSMUSG00000004071,ENSG00000089486
1,ENSMUSG00000004085,ENSG00000091436
1,ENSMUSG00000004096,ENSG00000150316
13,ENSMUSG00000004098,ENSG00000080573
15,ENSMUSG00000004099,ENSG00000130816
15,ENSMUSG00000004100,ENSG00000243207
18,ENSMUSG00000004105,ENSG00000136859
2,ENSMUSG00000004113,ENSG00000148408
13,ENSMUSG00000004127,ENSG00000145331
50,ENSMUSG00000004187,ENSG00000167702
19,ENSMUSG00000004207,ENSG00000197746
5,ENSMUSG00000004221,ENSG00000269335
9,ENSMUSG00000004231,ENSG00000075891
1,ENSMUSG00000004233,ENSG00000116874
37,ENSMUSG00000004263,ENSG00000111676
57,ENSMUSG00000004264,ENSG00000215021
31,ENSMUSG00000004266,ENSG00000111679
23,ENSMUSG00000004267,ENSG00000111674
48,ENSMUSG00000004268,ENSG00000126749
50,ENSMUSG00000004270,ENSG00000111684
17,ENSMUSG00000004285,ENSG00000128524
1,ENSMUSG00000004317,ENSG00000171365
5,ENSMUSG00000004319,ENSG00000109572
3,ENSMUSG00000004328,ENSG00000124440
7,ENSMUSG00000004341,ENSG00000198704
8,ENSMUSG00000004356,ENSG00000120800
2,ENSMUSG00000004364,ENSG00000036257
2,ENSMUSG00000004366,ENSG00000157005
5,ENSMUSG00000004371,ENSG00000095752
4,ENSMUSG00000004383,ENSG00000133424
15,ENSMUSG00000004393,ENSG00000136271
19,ENSMUSG00000004394,ENSG00000158604
27,ENSMUSG00000004415,ENSG00000160963
27,ENSMUSG00000004446,ENSG00000015475
